Id,date,value,logId
8053475328,4/20/2016 2:29:00 AM,2,11444501949
8053475328,4/20/2016 2:30:00 AM,1,11444501949
8053475328,4/20/2016 2:31:00 AM,1,11444501949
8053475328,4/20/2016 2:32:00 AM,1,11444501949
8053475328,4/20/2016 2:33:00 AM,1,11444501949
8053475328,4/20/2016 2:34:00 AM,2,11444501949
8053475328,4/20/2016 2:35:00 AM,2,11444501949
8053475328,4/20/2016 2:36:00 AM,2,11444501949
8053475328,4/20/2016 2:37:00 AM,3,11444501949
8053475328,4/20/2016 2:38:00 AM,3,11444501949
8053475328,4/20/2016 2:39:00 AM,3,11444501949
8053475328,4/20/2016 2:40:00 AM,1,11444501949
8053475328,4/20/2016 2:41:00 AM,1,11444501949
8053475328,4/20/2016 2:42:00 AM,1,11444501949
8053475328,4/20/2016 2:43:00 AM,1,11444501949
8053475328,4/20/2016 2:44:00 AM,1,11444501949
8053475328,4/20/2016 2:45:00 AM,1,11444501949
8053475328,4/20/2016 2:46:00 AM,1,11444501949
8053475328,4/20/2016 2:47:00 AM,1,11444501949
8053475328,4/20/2016 2:48:00 AM,1,11444501949
8053475328,4/20/2016 2:49:00 AM,1,11444501949
8053475328,4/20/2016 2:50:00 AM,1,11444501949
8053475328,4/20/2016 2:51:00 AM,1,11444501949
8053475328,4/20/2016 2:52:00 AM,1,11444501949
8053475328,4/20/2016 2:53:00 AM,1,11444501949
8053475328,4/20/2016 2:54:00 AM,1,11444501949
8053475328,4/20/2016 2:55:00 AM,1,11444501949
8053475328,4/20/2016 2:56:00 AM,1,11444501949
8053475328,4/20/2016 2:57:00 AM,1,11444501949
8053475328,4/20/2016 2:58:00 AM,1,11444501949
8053475328,4/20/2016 2:59:00 AM,1,11444501949
8053475328,4/20/2016 3:00:00 AM,1,11444501949
8053475328,4/20/2016 3:01:00 AM,1,11444501949
8053475328,4/20/2016 3:02:00 AM,1,11444501949
8053475328,4/20/2016 3:03:00 AM,1,11444501949
8053475328,4/20/2016 3:04:00 AM,1,11444501949
8053475328,4/20/2016 3:05:00 AM,1,11444501949
8053475328,4/20/2016 3:06:00 AM,1,11444501949
8053475328,4/20/2016 3:07:00 AM,1,11444501949
8053475328,4/20/2016 3:08:00 AM,1,11444501949
8053475328,4/20/2016 3:09:00 AM,1,11444501949
8053475328,4/20/2016 3:10:00 AM,1,11444501949
8053475328,4/20/2016 3:11:00 AM,1,11444501949
8053475328,4/20/2016 3:12:00 AM,1,11444501949
8053475328,4/20/2016 3:13:00 AM,1,11444501949
8053475328,4/20/2016 3:14:00 AM,1,11444501949
8053475328,4/20/2016 3:15:00 AM,1,11444501949
8053475328,4/20/2016 3:16:00 AM,1,11444501949
8053475328,4/20/2016 3:17:00 AM,1,11444501949
8053475328,4/20/2016 3:18:00 AM,1,11444501949
8053475328,4/20/2016 3:19:00 AM,1,11444501949
8053475328,4/20/2016 3:20:00 AM,1,11444501949
8053475328,4/20/2016 3:21:00 AM,1,11444501949
8053475328,4/20/2016 3:22:00 AM,1,11444501949
8053475328,4/20/2016 3:23:00 AM,1,11444501949
8053475328,4/20/2016 3:24:00 AM,1,11444501949
8053475328,4/20/2016 3:25:00 AM,1,11444501949
8053475328,4/20/2016 3:26:00 AM,1,11444501949
8053475328,4/20/2016 3:27:00 AM,1,11444501949
8053475328,4/20/2016 3:28:00 AM,1,11444501949
8053475328,4/20/2016 3:29:00 AM,1,11444501949
8053475328,4/20/2016 3:30:00 AM,1,11444501949
8053475328,4/20/2016 3:31:00 AM,1,11444501949
8053475328,4/20/2016 3:32:00 AM,1,11444501949
8053475328,4/20/2016 3:33:00 AM,1,11444501949
8053475328,4/20/2016 3:34:00 AM,1,11444501949
8053475328,4/20/2016 3:35:00 AM,1,11444501949
8053475328,4/20/2016 3:36:00 AM,1,11444501949
8053475328,4/20/2016 3:37:00 AM,1,11444501949
8053475328,4/20/2016 3:38:00 AM,1,11444501949
8053475328,4/20/2016 3:39:00 AM,1,11444501949
8053475328,4/20/2016 3:40:00 AM,1,11444501949
8053475328,4/20/2016 3:41:00 AM,1,11444501949
8053475328,4/20/2016 3:42:00 AM,1,11444501949
8053475328,4/20/2016 3:43:00 AM,1,11444501949
8053475328,4/20/2016 3:44:00 AM,1,11444501949
8053475328,4/20/2016 3:45:00 AM,1,11444501949
8053475328,4/20/2016 3:46:00 AM,1,11444501949
8053475328,4/20/2016 3:47:00 AM,1,11444501949
8053475328,4/20/2016 3:48:00 AM,1,11444501949
8053475328,4/20/2016 3:49:00 AM,1,11444501949
8053475328,4/20/2016 3:50:00 AM,1,11444501949
8053475328,4/20/2016 3:51:00 AM,1,11444501949
8053475328,4/20/2016 3:52:00 AM,1,11444501949
8053475328,4/20/2016 3:53:00 AM,1,11444501949
8053475328,4/20/2016 3:54:00 AM,1,11444501949
8053475328,4/20/2016 3:55:00 AM,1,11444501949
8053475328,4/20/2016 3:56:00 AM,1,11444501949
8053475328,4/20/2016 3:57:00 AM,1,11444501949
8053475328,4/20/2016 3:58:00 AM,1,11444501949
8053475328,4/20/2016 3:59:00 AM,1,11444501949
8053475328,4/20/2016 4:00:00 AM,1,11444501949
8053475328,4/20/2016 4:01:00 AM,1,11444501949
8053475328,4/20/2016 4:02:00 AM,1,11444501949
8053475328,4/20/2016 4:03:00 AM,1,11444501949
8053475328,4/20/2016 4:04:00 AM,1,11444501949
8053475328,4/20/2016 4:05:00 AM,1,11444501949
8053475328,4/20/2016 4:06:00 AM,1,11444501949
8053475328,4/20/2016 4:07:00 AM,1,11444501949
8053475328,4/20/2016 4:08:00 AM,1,11444501949
8053475328,4/20/2016 4:09:00 AM,1,11444501949
8053475328,4/20/2016 4:10:00 AM,1,11444501949
8053475328,4/20/2016 4:11:00 AM,1,11444501949
8053475328,4/20/2016 4:12:00 AM,1,11444501949
8053475328,4/20/2016 4:13:00 AM,1,11444501949
8053475328,4/20/2016 4:14:00 AM,1,11444501949
8053475328,4/20/2016 4:15:00 AM,1,11444501949
8053475328,4/20/2016 4:16:00 AM,1,11444501949
8053475328,4/20/2016 4:17:00 AM,1,11444501949
8053475328,4/20/2016 4:18:00 AM,1,11444501949
8053475328,4/20/2016 4:19:00 AM,1,11444501949
8053475328,4/20/2016 4:20:00 AM,1,11444501949
8053475328,4/20/2016 4:21:00 AM,1,11444501949
8053475328,4/20/2016 4:22:00 AM,1,11444501949
8053475328,4/20/2016 4:23:00 AM,1,11444501949
8053475328,4/20/2016 4:24:00 AM,1,11444501949
8053475328,4/20/2016 4:25:00 AM,1,11444501949
8053475328,4/20/2016 4:26:00 AM,1,11444501949
8053475328,4/20/2016 4:27:00 AM,1,11444501949
8053475328,4/20/2016 4:28:00 AM,1,11444501949
8053475328,4/20/2016 4:29:00 AM,1,11444501949
8053475328,4/20/2016 4:30:00 AM,1,11444501949
8053475328,4/20/2016 4:31:00 AM,1,11444501949
8053475328,4/20/2016 4:32:00 AM,1,11444501949
8053475328,4/20/2016 4:33:00 AM,1,11444501949
8053475328,4/20/2016 4:34:00 AM,1,11444501949
8053475328,4/20/2016 4:35:00 AM,1,11444501949
8053475328,4/20/2016 4:36:00 AM,1,11444501949
8053475328,4/20/2016 4:37:00 AM,1,11444501949
8053475328,4/20/2016 4:38:00 AM,1,11444501949
8053475328,4/20/2016 4:39:00 AM,1,11444501949
8053475328,4/20/2016 4:40:00 AM,1,11444501949
8053475328,4/20/2016 4:41:00 AM,1,11444501949
8053475328,4/20/2016 4:42:00 AM,1,11444501949
8053475328,4/20/2016 4:43:00 AM,1,11444501949
8053475328,4/20/2016 4:44:00 AM,1,11444501949
8053475328,4/20/2016 4:45:00 AM,1,11444501949
8053475328,4/20/2016 4:46:00 AM,1,11444501949
8053475328,4/20/2016 4:47:00 AM,1,11444501949
8053475328,4/20/2016 4:48:00 AM,1,11444501949
8053475328,4/20/2016 4:49:00 AM,1,11444501949
8053475328,4/20/2016 4:50:00 AM,1,11444501949
8053475328,4/20/2016 4:51:00 AM,1,11444501949
8053475328,4/20/2016 4:52:00 AM,1,11444501949
