Id,date,value,logId
2320127002,4/23/2016 8:10:30 PM,2,11469474452
2320127002,4/23/2016 8:11:30 PM,2,11469474452
2320127002,4/23/2016 8:12:30 PM,2,11469474452
2320127002,4/23/2016 8:13:30 PM,3,11469474452
2320127002,4/23/2016 8:14:30 PM,3,11469474452
2320127002,4/23/2016 8:15:30 PM,3,11469474452
2320127002,4/23/2016 8:16:30 PM,3,11469474452
2320127002,4/23/2016 8:17:30 PM,2,11469474452
2320127002,4/23/2016 8:18:30 PM,1,11469474452
2320127002,4/23/2016 8:19:30 PM,1,11469474452
2320127002,4/23/2016 8:20:30 PM,1,11469474452
2320127002,4/23/2016 8:21:30 PM,1,11469474452
2320127002,4/23/2016 8:22:30 PM,1,11469474452
2320127002,4/23/2016 8:23:30 PM,1,11469474452
2320127002,4/23/2016 8:24:30 PM,1,11469474452
2320127002,4/23/2016 8:25:30 PM,1,11469474452
2320127002,4/23/2016 8:26:30 PM,1,11469474452
2320127002,4/23/2016 8:27:30 PM,1,11469474452
2320127002,4/23/2016 8:28:30 PM,1,11469474452
2320127002,4/23/2016 8:29:30 PM,1,11469474452
2320127002,4/23/2016 8:30:30 PM,1,11469474452
2320127002,4/23/2016 8:31:30 PM,1,11469474452
2320127002,4/23/2016 8:32:30 PM,1,11469474452
2320127002,4/23/2016 8:33:30 PM,1,11469474452
2320127002,4/23/2016 8:34:30 PM,1,11469474452
2320127002,4/23/2016 8:35:30 PM,1,11469474452
2320127002,4/23/2016 8:36:30 PM,1,11469474452
2320127002,4/23/2016 8:37:30 PM,1,11469474452
2320127002,4/23/2016 8:38:30 PM,1,11469474452
2320127002,4/23/2016 8:39:30 PM,1,11469474452
2320127002,4/23/2016 8:40:30 PM,1,11469474452
2320127002,4/23/2016 8:41:30 PM,1,11469474452
2320127002,4/23/2016 8:42:30 PM,1,11469474452
2320127002,4/23/2016 8:43:30 PM,1,11469474452
2320127002,4/23/2016 8:44:30 PM,1,11469474452
2320127002,4/23/2016 8:45:30 PM,1,11469474452
2320127002,4/23/2016 8:46:30 PM,1,11469474452
2320127002,4/23/2016 8:47:30 PM,1,11469474452
2320127002,4/23/2016 8:48:30 PM,1,11469474452
2320127002,4/23/2016 8:49:30 PM,1,11469474452
2320127002,4/23/2016 8:50:30 PM,1,11469474452
2320127002,4/23/2016 8:51:30 PM,1,11469474452
2320127002,4/23/2016 8:52:30 PM,1,11469474452
2320127002,4/23/2016 8:53:30 PM,1,11469474452
2320127002,4/23/2016 8:54:30 PM,1,11469474452
2320127002,4/23/2016 8:55:30 PM,1,11469474452
2320127002,4/23/2016 8:56:30 PM,1,11469474452
2320127002,4/23/2016 8:57:30 PM,1,11469474452
2320127002,4/23/2016 8:58:30 PM,1,11469474452
2320127002,4/23/2016 8:59:30 PM,1,11469474452
2320127002,4/23/2016 9:00:30 PM,1,11469474452
2320127002,4/23/2016 9:01:30 PM,1,11469474452
2320127002,4/23/2016 9:02:30 PM,1,11469474452
2320127002,4/23/2016 9:03:30 PM,1,11469474452
2320127002,4/23/2016 9:04:30 PM,1,11469474452
2320127002,4/23/2016 9:05:30 PM,1,11469474452
2320127002,4/23/2016 9:06:30 PM,1,11469474452
2320127002,4/23/2016 9:07:30 PM,1,11469474452
2320127002,4/23/2016 9:08:30 PM,1,11469474452
2320127002,4/23/2016 9:09:30 PM,1,11469474452
2320127002,4/23/2016 9:10:30 PM,1,11469474452
2320127002,4/23/2016 9:11:30 PM,1,11469474452
2320127002,4/23/2016 9:12:30 PM,1,11469474452
2320127002,4/23/2016 9:13:30 PM,1,11469474452
2320127002,4/23/2016 9:14:30 PM,1,11469474452
2320127002,4/23/2016 9:15:30 PM,1,11469474452
2320127002,4/23/2016 9:16:30 PM,1,11469474452
2320127002,4/23/2016 9:17:30 PM,1,11469474452
2320127002,4/23/2016 9:18:30 PM,1,11469474452
